IDU,row_spacing,plant_spacing,rmse,match_rate,density_ratio,points_expected,points_found,unmatched_grid_pct,vines_missing_pct,vines_missing_pct_presence
840290000F0443,2.35,1.4,0.56,0.474,1.67,736,350,52.45,0.0,40.08
841380000D0060,2.3,1.4,0.543,0.49,2.08,5266,1841,65.04,28.67,51.97
840390000G0159,2.1,1.6,0.561,0.517,1.53,452,228,49.56,2.43,34.73
263570000Y0257,2.45,1.4,0.537,0.506,2.23,619,206,66.72,34.25,55.09
071520000A0560,1.4,1.45,0.43,0.484,1.56,560,268,52.14,1.07,35.89
84003000BN0247,2.3,1.35,0.523,0.505,2.49,520,154,70.38,41.35,59.81
84004000BH0055,2.2,1.25,0.516,0.512,3.45,4124,939,77.23,55.53,71.0
841380000K0294,2.4,1.4,0.508,0.386,4.52,18488,2778,84.97,61.09,77.9
840490000E0276,2.35,1.65,0.574,0.469,1.81,13176,4465,66.11,27.72,44.62
840960000F0192,2.25,1.4,0.546,0.52,1.81,2046,777,62.02,27.03,44.77
13110000BN0135,2.4,2.0,0.549,0.451,5.04,746,96,87.13,71.45,80.16
263570000O0117,2.2,1.4,0.358,0.763,1.91,911,387,57.52,44.35,47.75
073080000A1134,2.35,1.55,0.412,0.638,1.34,745,475,36.24,0.0,25.64
840370000F0125,2.0,1.2,0.52,0.501,1.74,442,218,50.68,1.58,42.53
07228000AN0125,1.55,1.1,0.399,0.531,1.54,341,178,47.8,1.76,35.19
831080000E0185,2.15,2.0,0.612,0.482,1.84,1848,559,69.75,37.28,45.62
263800000C2226,2.0,1.15,0.432,0.695,1.42,109,73,33.03,3.67,29.36
070090000B0724,2.1,2.0,0.604,0.515,1.56,1154,533,53.81,10.4,35.79
831480000A0018,2.1,2.15,0.6,0.535,8.65,18165,930,94.88,90.44,88.44
84082000AR0266,2.3,1.45,0.472,0.628,2.11,794,316,60.2,36.65,52.64
840510000E0406,2.45,1.15,0.413,0.475,31.69,3106,67,97.84,95.46,96.84
840980000B0548,2.5,1.35,0.484,0.473,7.79,405,43,89.38,77.53,87.16
072590000A0629,2.1,1.4,0.51,0.547,2.22,1207,405,66.45,38.61,54.93
263800000D0063,2.0,1.75,0.565,0.558,1.49,171,91,46.78,4.68,32.75
83049000AY0027,1.9,1.9,0.576,0.496,1.18,1812,897,50.5,0.11,15.34
841150000A0103,2.3,1.65,0.479,0.587,1.42,967,548,43.33,3.52,29.68
262330000A0275,2.05,1.4,0.532,0.516,4.31,12557,2013,83.97,68.93,76.79
841460000A0809,2.3,1.2,0.488,0.573,6.25,1393,177,87.29,77.82,83.99
84082000AM0188,2.3,1.65,0.557,0.472,1.83,1289,498,61.37,18.23,45.38
840870000L0201,1.9,1.45,0.408,0.787,5.3,2805,348,87.59,84.24,81.14
840170000C0099,2.55,1.6,0.571,0.511,1.68,207,97,53.14,8.21,40.58
83023000AD0297,2.45,1.75,0.534,0.643,6.0,624,72,88.46,82.05,83.33
830470000C0034,2.5,1.95,0.596,0.45,1.99,1642,518,68.45,29.84,49.76
13087000AN0072,2.5,2.15,0.521,0.643,1.41,2337,1212,48.14,19.38,29.18
840960000F0851,2.2,1.35,0.498,0.512,4.6,2139,340,84.1,68.96,78.26
841340000D0247,,,,,,,,,,
840220000C0021,2.45,1.4,0.537,0.458,2.03,1970,703,64.31,22.08,50.76
840200000B0601,2.2,0.95,0.283,0.536,60.89,1157,15,98.7,97.58,98.36
840390000H0525,2.05,1.45,0.424,0.804,2.14,752,250,66.76,58.64,53.32
841360000A1059,2.15,1.1,0.355,0.655,61.5,1476,19,98.71,98.04,98.37
840530000C0303,2.1,1.4,0.536,0.563,2.18,813,271,66.67,40.84,54.12
84072000CH0063,2.3,1.65,0.564,0.444,1.58,4606,1826,60.36,10.77,36.52
830720000F1565,2.0,2.05,0.524,0.496,8.07,791,61,92.29,84.45,87.61
26054000AL0117,1.9,1.4,0.518,0.508,1.48,2133,1080,49.37,0.28,32.3
840560000A0186,2.0,1.4,0.375,0.772,2.26,1632,561,65.62,55.45,55.76
830260000D1068,2.4,2.15,0.571,0.344,3.86,3211,417,87.01,62.29,74.09
840960000B0789,2.25,1.4,0.468,0.707,4.71,179,29,83.8,77.09,78.77
830910000C0024,2.3,1.9,0.605,0.507,1.74,635,211,66.77,34.49,42.68
830940000D0194,1.85,1.65,0.529,0.479,1.42,643,302,53.03,1.87,29.7
840560000A0587,2.2,1.4,0.488,0.605,9.71,728,49,93.27,88.87,89.7
830180000C1611,2.45,2.1,0.586,0.343,2.69,3510,757,78.43,37.18,62.76
830940000A1744,2.1,2.1,0.578,0.445,1.61,184,81,55.98,1.09,38.04
263570000X0179,2.2,1.4,0.374,0.746,1.4,2257,1314,41.78,21.93,28.36
831350000H0484,2.65,1.95,0.537,0.478,3.38,358,55,84.64,67.88,70.39
840420000D0520,2.45,1.35,0.517,0.43,2.11,1401,517,63.1,14.28,52.61
841220000B0631,2.05,1.15,0.395,0.551,36.8,1472,27,98.17,96.67,97.28
840440000D1361,2.15,1.65,0.533,0.639,6.93,2024,182,91.01,85.92,85.57
83050000AD0246,1.95,2.05,0.535,0.426,8.47,2042,150,92.65,82.76,88.2
840490000E0201,2.1,1.6,0.548,0.628,3.31,951,189,80.13,68.35,69.82
830970000D0416,2.0,2.0,0.589,0.405,1.59,36952,14797,59.96,1.06,37.03
840960000C0878,2.0,1.4,0.333,0.797,2.82,214,63,70.56,63.08,64.49
831270000D0034,2.35,2.0,0.609,0.473,1.55,6532,2414,63.04,21.86,35.38
262750000A0114,1.95,1.2,0.415,0.769,3.05,442,113,74.43,66.74,67.19
26220000AK0049,2.3,1.4,0.515,0.473,2.46,586,181,69.11,34.64,59.39
83068000AZ0100,2.1,2.15,0.591,0.37,1.87,2677,940,64.89,5.04,46.51
840300000A0051,2.2,1.65,0.458,0.712,2.01,975,376,61.44,45.85,50.36
263570000P0098,2.6,1.35,0.535,0.482,1.79,554,228,58.84,14.62,44.04
841170000A0043,2.45,1.4,0.51,0.533,1.49,598,316,47.16,0.84,32.94
26054000AL0193,2.05,1.4,0.376,0.792,3.42,1370,297,78.32,72.63,70.73
13056000DO0113,2.05,1.75,0.454,0.511,13.44,524,23,95.61,91.41,92.56
831250000C0272,2.2,2.0,0.599,0.382,1.64,1247,464,62.79,2.57,38.97
26071000ZA0067,2.35,2.0,0.605,0.485,1.83,1082,331,69.41,36.97,45.38
26054000AO0221,2.1,1.4,0.539,0.587,2.67,1128,298,73.58,54.96,62.59
070150000A0590,1.95,1.65,0.55,0.541,1.44,202,106,47.52,2.97,30.69
840200000B0633,1.9,1.1,0.39,0.474,13.91,1182,65,94.5,88.41,92.81
26038000ZA0045,2.0,1.85,0.574,0.429,1.55,8365,3555,57.5,0.94,35.33
84072000BX0012,2.2,1.65,0.413,0.683,1.53,750,393,47.6,23.33,34.53
840370000B0691,2.6,1.65,0.574,0.463,1.53,1399,569,59.33,12.22,34.6
83148000AC0038,2.5,2.0,0.603,0.548,2.96,792,165,79.17,61.99,66.16
263570000Y0345,2.4,1.35,0.495,0.562,2.92,280,73,73.93,53.57,65.71
830040000A0402,2.25,2.05,0.481,0.33,13.95,865,38,95.61,86.71,92.83
841480000E0191,,,,,,,,,,
830270000G1967,1.9,2.0,0.581,0.443,1.5,3264,1469,54.99,0.0,33.27
840220000D0017,2.2,1.4,0.524,0.518,1.48,3682,1876,49.05,1.66,32.51
84149000AA0036,2.3,1.4,0.542,0.479,1.78,3834,1578,58.84,14.08,43.82
840190000H0879,2.05,1.4,0.521,0.489,1.49,2065,992,51.96,1.69,32.88
830450000B0123,2.55,2.0,0.514,0.481,8.47,1271,91,92.84,85.13,88.2
840470000D1105,2.5,1.65,0.525,0.751,2.14,1473,488,66.87,55.87,53.36
831540000D0972,2.5,1.7,0.391,0.382,90.05,1891,13,99.31,98.2,98.89
84018000AD0271,,,,,,,,,,
83068000BK0006,1.9,1.75,0.544,0.447,1.39,13880,6350,54.25,0.0,28.31
071520000A0641,1.6,1.2,0.434,0.546,1.35,4344,2406,44.61,0.0,26.04
26054000AE0065,,,,,,,,,,
841060000B0319,2.15,1.4,0.278,0.749,1.45,421,263,37.53,16.63,31.12
26317000AL0275,2.1,1.4,0.53,0.471,2.1,611,221,63.83,23.24,52.37
841170000C0682,2.4,1.4,0.54,0.46,2.02,1292,483,62.62,18.65,50.46
830270000F0233,2.15,2.15,0.602,0.409,1.4,4088,1618,60.42,3.13,28.52
261100000A0575,2.0,1.95,0.617,0.625,2.1,82,30,63.41,41.46,52.44
840450000C0555,2.4,1.2,0.47,0.659,6.73,404,58,85.64,78.22,85.15
83129000BE0269,2.1,1.9,0.55,0.404,1.8,817,326,60.1,1.22,44.55
83047000AZ0487,2.55,2.0,0.581,0.55,1.73,2848,1169,58.95,25.42,42.1
831270000C0547,2.45,2.05,0.608,0.489,4.44,1831,235,87.17,73.73,77.5
840890000A0702,1.0,0.8,0.136,0.286,222.61,4007,4,99.9,99.65,99.55
13082000AM0025,2.5,2.15,0.509,0.66,2.17,1319,447,66.11,48.67,53.83
841170000B0530,2.5,1.35,0.44,0.5,6.93,402,34,91.54,83.08,85.57
840490000A0854,2.15,1.65,0.58,0.539,1.54,597,269,54.94,16.42,35.01
840190000H0997,2.35,1.4,0.407,0.604,2.94,326,90,72.39,54.29,65.95
841360000C0504,2.2,1.35,0.517,0.54,2.73,2582,675,73.86,51.59,63.4
261880000C0882,,,,,,,,,,
841460000B0262,2.3,1.4,0.377,0.687,1.37,1031,609,40.93,13.97,27.26
13050000BK0152,,,,,,,,,,
84053000ZH0021,2.35,1.35,0.485,0.436,13.34,12928,627,95.15,88.87,92.5
840720000B0191,2.3,1.45,0.547,0.549,1.67,657,288,56.16,20.09,40.18
070970000D0126,1.3,1.4,0.4,0.467,1.41,3217,1531,52.41,0.0,29.0
26054000AR0135,2.25,1.4,0.346,0.764,1.9,388,165,57.47,44.33,47.42
841170000A0605,2.35,1.4,0.479,0.398,23.35,3386,104,96.93,92.29,95.72
841060000A0559,2.1,1.1,0.275,0.813,3.81,591,122,79.36,74.62,73.77
840960000C0883,2.0,1.4,0.373,0.732,2.85,1347,342,74.61,65.33,64.88
830910000A0520,1.9,1.95,0.585,0.526,1.25,362,190,47.51,0.28,19.89
830570000A0724,2.25,2.0,0.578,0.535,4.65,1223,146,88.06,77.68,78.5
072680000B0807,1.6,1.15,0.353,0.667,9.31,596,40,93.29,89.93,89.26
840590000A0203,2.05,1.25,0.464,0.598,2.09,900,353,60.78,34.44,52.11
841330000D0051,2.15,1.05,0.346,0.433,63.3,2532,29,98.85,97.35,98.42
263570000O0116,2.35,1.4,0.518,0.534,2.22,289,102,64.71,33.91,55.02
131150000E0237,2.45,2.1,0.615,0.433,2.3,4204,958,77.21,47.41,56.49
070700000A0133,1.85,1.65,0.492,0.51,1.53,1017,528,48.08,0.0,34.61
07279000AM0018,2.1,1.65,0.564,0.541,2.15,805,256,68.2,41.24,53.54
830730000E0259,2.4,2.05,0.475,0.701,1.97,441,176,60.09,43.08,49.21
840780000C0023,1.8,1.1,0.337,0.357,40.14,883,15,98.3,95.24,97.51
130480000C0819,2.2,2.1,0.604,0.405,1.52,5185,1904,63.28,9.43,34.19
830680000F0163,2.1,2.05,0.592,0.394,1.86,5264,1770,66.38,14.68,46.26
841340000D0254,2.5,1.1,0.284,0.766,1.12,573,423,26.18,3.66,10.99
261560000B1041,1.8,1.55,0.494,0.505,1.5,190,93,51.05,3.16,33.16
840700000D0736,2.2,1.65,0.46,0.595,1.84,490,222,54.69,23.88,45.71
13110000AW0058,2.0,1.95,0.589,0.447,1.4,3522,1541,56.25,2.07,28.65
830350000A2773,1.95,1.8,0.568,0.455,1.5,2900,1308,54.9,0.93,33.21
26345000AE0029,2.05,1.4,0.537,0.488,1.62,12075,5812,51.87,1.37,38.16
830320000A0630,1.65,1.95,0.42,0.386,20.39,999,32,96.8,91.69,95.1
263220000B0403,2.25,1.4,0.506,0.562,13.91,1947,91,95.33,91.68,92.81
070990000F0619,2.5,1.6,0.486,0.474,2.68,201,54,73.13,43.28,62.69
26377000ZA0133,2.35,1.35,0.523,0.455,2.73,1536,461,69.99,33.98,63.41
07264000AB0098,2.25,1.4,0.436,0.862,3.48,115,25,78.26,74.78,71.3
841360000A0297,1.8,1.35,0.436,0.618,23.93,3231,81,97.49,95.95,95.82
84012000AB0049,2.15,1.25,0.454,0.541,2.22,3277,1191,63.66,32.77,55.05
84087000ZB0087,2.45,1.65,0.562,0.455,2.02,13507,4421,67.27,28.13,50.48
830720000D1114,2.45,2.05,0.585,0.387,2.26,616,170,72.4,28.73,55.84
84104000AN0080,2.25,1.4,0.509,0.609,2.38,937,290,69.05,49.2,58.06
830670000C0218,2.25,1.9,0.522,0.355,11.1,1177,65,94.48,84.45,90.99
840960000D0013,2.35,1.35,0.386,0.737,1.46,233,137,41.2,20.17,31.33
07317000AB0054,1.9,1.95,0.587,0.489,1.29,931,441,52.63,3.11,22.66
26377000AS0187,2.3,1.35,0.494,0.549,7.09,1687,156,90.75,83.17,85.89
831000000E0630,2.35,2.0,0.597,0.458,1.3,990,452,54.34,0.3,22.83
84012000AR0369,2.3,1.25,0.495,0.618,10.29,2212,157,92.9,88.52,90.28
263480000E0487,2.6,1.4,0.508,0.475,9.25,2100,151,92.81,84.86,89.19
840490000E0527,2.15,1.65,0.438,0.822,2.74,705,185,73.76,68.09,63.55
840390000D0690,2.35,1.45,0.457,0.557,4.53,204,34,83.33,70.1,77.94
840020000B0050,2.5,1.15,0.357,0.618,4.08,3005,564,81.23,69.62,75.47
84029000AK0002,,,,,,,,,,
262850000D0532,2.15,1.2,0.517,0.59,2.03,827,347,58.04,28.9,50.79
841150000A0007,2.45,1.65,0.536,0.449,2.1,602,206,65.78,23.75,52.49
13079000BC0080,2.05,2.05,0.591,0.427,2.13,26841,7240,73.03,36.84,52.95
26377000AI0078,2.4,1.35,0.511,0.503,5.23,2222,297,86.63,73.4,80.87
84046000AB0102,2.45,1.6,0.556,0.458,1.93,570,191,66.49,26.84,48.25
840770000C0257,2.2,1.55,0.557,0.472,1.61,1098,501,54.37,3.37,37.98
84046000AM0379,2.35,1.65,0.509,0.723,2.19,988,300,69.64,58.0,54.35
841170000C0545,2.5,1.4,0.54,0.484,2.85,2432,602,75.25,48.85,64.93
830500000G0985,2.3,2.0,0.554,0.559,4.89,1159,124,89.3,80.85,79.55
840870000L0909,2.45,1.5,0.429,0.475,5.39,124,19,84.68,67.74,81.45
84129000EP0047,,,,,,,,,,
840940000A0105,2.4,1.4,0.513,0.529,2.2,2317,781,66.29,36.25,54.51
841060000A0128,2.1,1.3,0.502,0.547,1.46,2299,1267,44.89,0.0,31.62
072450000D0361,1.15,1.3,0.37,0.565,1.37,352,200,43.18,0.0,26.99
84012000AO0606,2.2,1.25,0.383,0.733,1.55,739,389,47.36,28.15,35.59
830490000D2168,2.45,1.2,0.354,0.658,1.29,402,267,33.58,0.0,22.64
841340000C0190,2.0,1.2,0.34,0.698,18.08,958,37,96.14,94.47,94.47
07345000ZC0487,1.65,1.55,0.474,0.471,1.45,1908,899,52.88,0.0,30.87
072590000B0167,2.1,1.2,0.392,0.757,6.81,2063,206,90.01,86.82,85.31
830830000B0066,2.4,1.95,0.592,0.443,2.29,3123,785,74.86,43.2,56.39
07228000AN0136,1.95,2.0,0.583,0.414,1.71,1372,538,60.79,5.39,41.47
840870000K0694,1.9,1.65,0.451,0.767,1.45,5423,2754,49.22,33.78,31.13
070090000C1916,1.8,1.55,0.517,0.53,1.38,368,187,49.18,4.08,27.45
840720000G0044,2.2,1.6,0.517,0.814,2.35,94,35,62.77,54.26,57.45
84028000AR0190,2.2,1.15,0.482,0.604,3.03,194,58,70.1,50.52,67.01
840290000F0342,2.0,1.4,0.538,0.532,1.43,806,433,46.28,0.0,30.02
841090000C0016,1.25,1.1,0.235,0.45,97.04,2329,9,99.61,99.14,98.97
831480000I0178,2.25,1.95,0.589,0.462,1.5,278,114,58.99,11.15,33.45
26220000AL0169,1.75,1.4,0.416,0.458,7.53,444,38,91.44,81.31,86.71
84004000AL0020,2.2,1.25,0.526,0.544,2.99,4692,1212,74.17,52.49,66.54
840370000H0082,2.55,1.5,0.447,0.434,7.51,819,63,92.31,82.3,86.69
26345000BK0251,2.15,1.2,0.495,0.644,3.33,736,181,75.41,61.82,69.97
831000000A0353,2.2,2.1,0.603,0.408,1.54,1353,538,60.24,2.59,35.25
071130000C0292,2.05,1.45,0.47,0.556,11.95,1004,55,94.52,90.14,91.63
84053000ZD0093,2.35,1.4,0.52,0.512,3.2,4751,1001,78.93,58.87,68.74
84106000AL0105,2.05,1.4,0.537,0.589,2.15,3729,1169,68.65,46.8,53.42
841160000D0087,2.45,1.4,0.386,0.675,4.21,2670,479,82.06,73.41,76.25
84012000AR0438,2.15,1.25,0.492,0.577,6.84,1909,206,89.21,81.3,85.39
07279000AM0087,2.2,1.55,0.396,0.63,1.32,483,308,36.23,0.0,24.02
840770000B0783,2.15,1.45,0.441,0.545,20.33,854,24,97.19,94.85,95.08
841170000C0502,2.25,1.4,0.532,0.531,2.6,1974,529,73.2,49.54,61.5
073430000D0919,2.15,1.55,0.407,0.394,29.42,1118,28,97.5,93.65,96.6
84086000AE0372,2.2,1.35,0.515,0.508,4.71,5072,796,84.31,69.12,78.75
830720000F0312,2.45,2.05,0.524,0.476,8.92,544,30,94.49,88.42,88.79
831080000E0264,2.25,2.05,0.603,0.445,1.32,3854,1538,60.09,10.33,24.21
841380000Q0466,1.15,1.2,0.31,0.524,109.15,12770,54,99.58,99.19,99.08
840370000D0077,2.0,1.65,0.557,0.591,1.4,508,286,43.7,4.72,28.74
26317000AL0213,2.4,1.4,0.506,0.504,5.66,1116,136,87.81,75.81,82.35
07042000AI0073,2.3,1.2,0.476,0.487,3.46,850,201,76.35,51.41,71.06
84028000AM0080,2.15,1.3,0.379,0.567,33.72,978,17,98.26,96.93,97.03
83097000AI0085,2.2,2.0,0.601,0.428,1.53,2650,1037,60.87,8.6,34.79
841500000F0179,2.35,1.4,0.532,0.522,4.69,966,151,84.37,70.08,78.67
840720000D0181,2.2,1.65,0.413,0.684,1.36,1866,1134,39.23,11.09,26.53
840720000A0176,2.45,1.6,0.56,0.465,1.86,754,298,60.48,14.99,46.15
841500000B0036,2.3,1.35,0.5,0.509,8.9,3366,262,92.22,84.7,88.77
07056000AE0553,2.0,1.6,0.546,0.499,1.48,365,179,50.96,1.64,32.6
840140000B0017,2.45,1.35,0.517,0.524,2.61,2098,620,70.45,43.61,61.63
84003000CE0053,2.3,1.35,0.521,0.492,2.49,625,203,67.52,33.92,59.84
263570000C0153,2.2,1.4,0.538,0.507,2.55,697,213,69.44,39.74,60.83
840760000A0424,2.4,1.35,0.499,0.387,2.58,2972,858,71.13,25.47,61.17
26345000AD0105,2.15,1.2,0.255,0.873,3.27,1827,480,73.73,69.9,69.46
840510000E1046,2.5,1.35,0.519,0.441,2.35,5228,1666,68.13,27.81,57.36
07056000AE0449,2.05,0.9,0.304,0.648,1.3,355,241,32.11,0.0,23.1
830270000B0121,2.35,2.15,0.602,0.391,1.79,1330,469,64.74,9.85,44.06
26377000AM0306,2.25,1.35,0.495,0.486,4.1,1354,255,81.17,61.23,75.63
073130000B0674,2.3,1.8,0.425,0.32,22.52,563,16,97.16,91.12,95.56
830350000B0482,2.2,2.0,0.55,0.489,1.51,11766,5350,54.53,7.03,33.59
830420000A0281,2.3,1.95,0.595,0.502,1.35,335,159,52.54,5.37,25.97
07143000AK0321,2.0,1.2,0.508,0.558,1.5,1022,605,40.8,0.0,33.46
26377000AR0032,2.5,1.35,0.536,0.502,2.89,1342,355,73.55,47.32,65.35
130510000D0826,2.25,1.65,0.434,0.378,14.58,729,34,95.34,87.65,93.14
840780000D0022,2.0,1.4,0.54,0.557,1.55,789,395,49.94,10.14,35.61
841370000B0412,2.5,1.35,0.443,0.373,17.41,3116,123,96.05,89.41,94.26
84031000AE0184,2.5,1.6,0.436,0.513,1.56,1445,756,47.68,0.0,35.78
840370000I0768,2.25,1.6,0.569,0.466,1.8,431,186,56.84,7.42,44.32
07345000ZB0211,2.55,1.4,0.309,0.505,1.71,111,56,49.55,0.0,41.44
841460000B0550,2.3,1.4,0.508,0.433,3.8,3290,609,81.49,57.26,73.71
830850000C0082,2.3,2.0,0.609,0.526,1.9,1440,388,73.06,48.75,47.43
13081000AK0015,2.55,2.0,0.571,0.576,2.03,673,230,65.82,40.71,50.82
841090000B0208,2.3,1.3,0.448,0.58,21.17,1101,40,96.37,93.73,95.28
84086000AC0250,2.3,1.35,0.527,0.489,2.55,3500,986,71.83,42.34,60.8
830850000C0434,2.5,1.7,0.472,0.458,1.79,3574,1662,53.5,0.0,43.98
26377000AY0267,2.1,1.35,0.523,0.572,4.81,3166,470,85.15,74.07,79.22
073430000E0213,2.2,1.65,0.54,0.621,2.21,741,254,65.72,44.8,54.79
07228000AL0185,2.1,1.9,0.595,0.532,1.69,446,189,57.62,20.4,40.81
26377000AS0280,2.25,1.35,0.511,0.498,3.04,425,114,73.18,46.12,67.06
83023000AI0149,2.05,1.5,0.335,0.55,22.3,736,22,97.01,94.57,95.52
840200000C0899,2.45,1.35,0.538,0.55,3.85,2544,466,81.68,66.67,74.06
841220000A0597,2.5,1.35,0.506,0.517,6.8,1339,134,89.99,80.66,85.29
840940000E0369,2.4,1.4,0.539,0.505,2.44,1074,313,70.86,42.27,59.03
071690000C0740,2.2,2.15,0.514,0.526,1.44,658,322,51.06,6.99,30.7
841130000C0893,2.45,1.35,0.371,0.78,2.9,727,188,74.14,66.85,65.47
841150000C0279,2.25,1.65,0.447,0.623,1.97,513,205,60.04,35.87,49.32
830870000B4143,2.55,2.05,0.582,0.448,3.15,5307,1001,81.14,57.87,68.27
841500000E0409,2.4,1.4,0.379,0.693,2.23,3285,1124,65.78,50.59,55.1
26054000AO0178,2.15,1.4,0.35,0.714,1.52,1172,614,47.61,26.62,34.3
830920000D2544,2.35,1.95,0.586,0.398,1.82,510,203,60.2,0.0,45.1
841500000C0196,2.3,1.4,0.531,0.555,1.79,8929,3715,58.39,25.01,44.22
84088000AT0022,2.2,1.65,0.58,0.486,1.58,269,121,55.02,7.43,36.8
840370000B0151,2.05,1.45,0.467,0.604,4.2,168,32,80.95,68.45,76.19
840470000A0128,1.9,1.55,0.256,0.471,1.78,16,8,50.0,0.0,43.75
841160000C0323,2.1,1.2,0.373,0.444,36.78,846,16,98.11,95.74,97.28
840300000A0702,2.25,1.6,0.547,0.504,2.45,935,247,73.58,47.59,59.25
83068000AZ0049,2.3,2.05,0.553,0.369,5.32,2762,273,90.12,73.21,81.21
830560000C0255,2.1,2.15,0.621,0.667,2.68,257,60,76.65,64.98,62.65
261790000C0218,1.95,1.2,0.502,0.47,1.96,501,234,53.29,0.6,48.9
830350000C0413,2.6,1.95,0.557,0.546,2.1,233,89,61.8,30.04,52.36
84050000CK0035,2.2,1.5,0.364,0.697,18.08,1284,46,96.42,94.86,94.47
262750000F0215,2.0,1.4,0.344,0.786,3.12,406,99,75.62,68.97,67.98
830920000A0404,2.3,2.1,0.562,0.396,3.66,1694,301,82.23,55.14,72.67
263570000D0078,2.2,1.4,0.366,0.614,2.45,3128,1066,65.92,44.5,59.18
13079000AL0026,1.95,1.7,0.558,0.473,1.35,1026,511,50.19,0.0,26.02
83068000CS0006,2.35,2.1,0.581,0.333,1.96,14053,4462,68.25,4.51,48.91
130480000B0091,2.45,2.1,0.531,0.491,1.74,2438,1143,53.12,4.51,42.49
073430000C0315,2.05,1.65,0.557,0.493,1.39,1344,659,50.97,0.45,28.12
830320000B0099,2.45,1.85,0.511,0.363,7.44,1875,147,92.16,78.4,86.56
830260000E0270,2.35,1.95,0.551,0.39,4.22,921,129,85.99,64.06,76.33
07264000AZ0200,2.25,1.4,0.392,0.73,4.03,1774,325,81.68,74.92,75.2
840370000F0592,2.5,1.65,0.572,0.521,2.81,1774,368,79.26,60.2,64.43
840770000C0262,2.35,1.65,0.574,0.49,1.53,565,260,53.98,6.02,34.51
841220000B1844,2.2,1.35,0.351,0.725,1.37,2754,1682,38.93,15.76,26.87
13110000BC0013,2.2,2.05,0.593,0.399,1.54,14891,5778,61.2,2.83,35.18
83054000BE0010,1.75,1.85,0.529,0.434,1.49,1622,708,56.35,0.0,32.86
840780000D0495,2.2,1.4,0.341,0.778,3.24,832,182,78.12,71.88,69.11
13110000BY0121,2.5,2.0,0.6,0.51,2.01,3213,922,71.3,43.76,50.14
83023000AI0007,2.5,2.0,0.471,0.62,3.22,812,196,75.86,61.08,68.97
830920000A1310,2.1,2.15,0.598,0.408,1.53,8711,3335,61.72,6.06,34.44
84082000AX0078,2.25,1.65,0.414,0.726,3.06,758,188,75.2,65.83,67.28
830450000H0316,2.4,2.1,0.595,0.524,3.92,408,66,83.82,69.12,74.51
84046000AI0040,2.0,1.65,0.567,0.512,1.64,4950,1908,61.45,24.75,38.97
07143000AB0401,1.25,1.45,0.398,0.475,1.67,197,94,52.28,0.0,40.1
830880000B0247,2.15,2.0,0.471,0.318,10.31,856,54,93.69,80.14,90.3
841150000A0148,2.25,1.65,0.554,0.563,1.83,194,71,63.4,35.05,45.36
840390000C1784,2.45,1.65,0.573,0.435,1.75,1236,475,61.57,11.57,42.88
07143000AK0610,2.0,1.05,0.504,0.584,1.63,496,314,36.69,0.0,38.71
841380000M0222,2.2,1.4,0.486,0.496,10.66,2654,166,93.75,87.38,90.62
84137000AC0345,2.25,1.15,0.206,0.455,20.6,103,5,95.15,89.32,95.15
840770000C0130,2.05,1.55,0.363,0.723,1.86,221,107,51.58,33.03,46.15
830750000A1755,1.95,1.45,0.522,0.478,1.53,1944,944,51.44,0.0,34.52
830710000A0049,2.1,2.0,0.607,0.461,1.32,1855,839,54.77,1.89,23.99
830270000B0097,2.4,2.15,0.604,0.394,2.62,1413,298,78.91,46.43,61.78
84031000AM0191,2.5,1.65,0.555,0.401,2.13,3125,970,68.96,22.59,53.06
83112000CS0038,2.0,1.95,0.598,0.491,1.34,3396,1634,51.88,2.09,25.12
83116000BS0777,1.65,2.05,0.455,0.478,22.32,1518,43,97.17,94.07,95.52
841060000C1338,2.5,1.35,0.495,0.599,4.88,668,94,85.93,76.5,79.49
840140000A0249,2.5,1.35,0.518,0.46,1.78,2147,986,54.08,0.19,43.92
26367000AO0264,2.45,1.4,0.528,0.526,3.37,1370,291,78.76,59.64,70.36
840960000F0004,2.05,1.4,0.543,0.535,1.53,1117,522,53.27,12.62,34.47
84104000AE0101,2.2,1.35,0.48,0.606,3.06,426,109,74.41,57.75,67.37
26367000AH0037,2.4,1.4,0.541,0.488,3.0,7788,1844,76.32,51.5,66.71
841340000D0324,2.5,1.4,0.529,0.468,3.72,938,198,78.89,54.9,73.13
261560000B1148,2.0,2.05,0.592,0.407,1.73,3924,1407,64.14,11.82,42.25
07313000AH0327,2.15,2.1,0.469,0.573,1.51,215,118,45.12,4.19,33.95
840960000C0459,2.3,1.4,0.523,0.529,3.91,861,145,83.16,68.18,74.45
26179000ZB0049,2.25,1.9,0.459,0.581,1.5,876,498,43.15,2.17,33.45
831400000B1830,2.3,2.0,0.544,0.493,12.58,11797,433,96.33,92.55,92.05
831430000A0109,2.35,2.05,0.59,0.396,2.97,5528,986,82.16,54.97,66.37
840490000A0166,2.4,1.5,0.498,0.52,11.42,1896,105,94.46,89.35,91.24
83023000BX0105,1.7,1.55,0.363,0.472,56.56,3054,25,99.18,98.26,98.23
840370000K0134,2.0,1.05,0.494,0.571,1.6,3467,2010,42.02,0.0,37.64
84149000AA0083,2.5,1.4,0.54,0.449,3.37,50239,10289,79.52,54.41,70.35
841330000A0428,2.5,1.35,0.373,0.518,1.71,289,143,50.52,4.5,41.52
